"county","naics","establishments","avg_employment","avg_wkly_wage","avg_annual_wage"
"Umatilla County","621511",6,0,0,0
"Umatilla County","621512",3,0,0,0
"Umatilla County","621610",2,0,0,0
"Umatilla County","621910",1,0,0,0
"Umatilla County","621999",1,0,0,0
"Umatilla County","622110",3,0,0,0
"Umatilla County","623110",4,0,0,0
"Umatilla County","623210",5,0,0,0
"Umatilla County","623220",7,0,0,0
"Umatilla County","623311",1,0,0,0
"Umatilla County","623312",16,0,0,0
"Umatilla County","623990",2,0,0,0
"Umatilla County","624110",2,0,0,0
"Umatilla County","624120",174,577,504,26208
"Umatilla County","624190",14,0,0,0
"Umatilla County","624210",4,0,0,0
"Umatilla County","624221",2,0,0,0
"Umatilla County","624229",2,0,0,0
"Umatilla County","624310",3,62,612,31824
"Umatilla County","624410",26,299,643,33436
"Umatilla County","711110",1,0,0,0
"Umatilla County","711130",3,0,0,0
"Umatilla County","711211",1,0,0,0
"Umatilla County","711320",1,0,0,0
"Umatilla County","712110",4,26,371,19292
"Umatilla County","713120",1,0,0,0
"Umatilla County","713930",1,0,0,0
"Umatilla County","713940",5,65,347,18044
"Umatilla County","713950",1,0,0,0
"Umatilla County","713990",3,0,0,0
"Umatilla County","721110",29,389,561,29172
"Umatilla County","721211",3,0,0,0
"Umatilla County","721214",3,0,0,0
"Umatilla County","722310",4,0,0,0
"Umatilla County","722320",2,0,0,0
"Umatilla County","722330",5,10,390,20280
"Umatilla County","722410",14,105,532,27664
"Umatilla County","722511",60,818,580,30160
"Umatilla County","722513",59,1145,452,23504
"Umatilla County","722515",21,232,441,22932
"Umatilla County","811111",20,110,1139,59228
"Umatilla County","811114",4,11,1074,55848
"Umatilla County","811121",9,37,993,51636
"Umatilla County","811122",3,5,884,45968
"Umatilla County","811191",4,47,954,49608
"Umatilla County","811192",6,43,351,18252
"Umatilla County","811210",4,0,0,0
"Umatilla County","811310",11,30,1073,55796
"Umatilla County","811412",2,0,0,0
"Umatilla County","812112",5,0,0,0
"Umatilla County","812113",6,35,898,46696
"Umatilla County","812199",3,0,0,0
"Umatilla County","812210",3,14,1017,52884
"Umatilla County","812310",1,0,0,0
"Umatilla County","812332",2,0,0,0
"Umatilla County","812910",5,0,0,0
"Umatilla County","812922",1,0,0,0
"Umatilla County","813110",66,202,552,28704
"Umatilla County","813211",1,0,0,0
"Umatilla County","813212",1,0,0,0
"Umatilla County","813219",2,0,0,0
"Umatilla County","813312",2,0,0,0
"Umatilla County","813319",2,0,0,0
"Umatilla County","813410",4,26,268,13936
"Umatilla County","813910",6,0,0,0
"Umatilla County","813930",8,21,1121,58292
"Umatilla County","813990",1,0,0,0
"Umatilla County","814110",38,16,559,29068
"Umatilla County","999999",11,5,569,29588
"Union County","111140",5,49,867,45084
"Union County","111211",1,0,0,0
"Union County","111339",3,0,0,0
"Union County","111421",2,0,0,0
"Union County","111940",6,15,816,42432
"Union County","111991",1,0,0,0
"Union County","111998",18,0,0,0
"Union County","112111",9,0,0,0
"Union County","112420",1,0,0,0
"Union County","113310",11,0,0,0
"Union County","114210",1,0,0,0
"Union County","115112",3,31,2446,127192
"Union County","115113",5,15,829,43108
"Union County","115114",3,48,944,49088
"Union County","115310",12,94,1379,71708
"Union County","221122",1,0,0,0
"Union County","221210",1,0,0,0
"Union County","236115",38,141,872,45344
"Union County","236118",9,18,962,50024
"Union County","236210",1,0,0,0
"Union County","236220",5,0,0,0
"Union County","237110",2,0,0,0
"Union County","237210",2,0,0,0
"Union County","237310",4,28,955,49660
"Union County","238111",2,0,0,0
"Union County","238112",2,0,0,0
"Union County","238122",1,0,0,0
"Union County","238131",1,0,0,0
"Union County","238132",1,0,0,0
"Union County","238141",2,0,0,0
"Union County","238161",1,0,0,0
"Union County","238171",1,0,0,0
"Union County","238211",11,64,1488,77376
"Union County","238221",12,0,0,0
"Union County","238222",2,0,0,0
"Union County","238311",1,0,0,0
"Union County","238321",3,0,0,0
"Union County","238322",1,0,0,0
"Union County","238331",1,0,0,0
"Union County","238341",2,0,0,0
"Union County","238351",1,0,0,0
"Union County","238911",5,0,0,0
"Union County","238912",2,0,0,0
"Union County","238991",3,0,0,0
"Union County","238992",3,0,0,0
"Union County","311611",1,0,0,0
"Union County","311612",1,0,0,0
"Union County","312112",2,0,0,0
"Union County","314999",1,0,0,0
"Union County","316990",1,0,0,0
"Union County","321113",1,0,0,0
"Union County","321212",1,0,0,0
"Union County","321219",1,0,0,0
"Union County","321912",1,0,0,0
"Union County","321991",1,0,0,0
"Union County","321992",1,0,0,0
"Union County","323113",1,0,0,0
"Union County","325520",1,0,0,0
"Union County","327320",1,0,0,0
"Union County","327999",1,0,0,0
"Union County","332710",2,0,0,0
"Union County","333111",1,0,0,0
"Union County","333112",1,0,0,0
"Union County","334513",1,0,0,0
"Union County","336214",2,0,0,0
"Union County","336320",1,0,0,0
"Union County","337110",4,9,475,24700
"Union County","423110",3,13,2172,112944
"Union County","423490",1,0,0,0
"Union County","423510",1,0,0,0
"Union County","423610",2,0,0,0
"Union County","423710",1,0,0,0
"Union County","423820",7,0,0,0
"Union County","423840",2,0,0,0
"Union County","423910",1,0,0,0
"Union County","423920",0,0,0,0
"Union County","423990",1,0,0,0
"Union County","424420",1,0,0,0
"Union County","424450",1,0,0,0
"Union County","424490",3,50,1104,57408
"Union County","424520",1,0,0,0
"Union County","424710",2,0,0,0
"Union County","424810",1,0,0,0
"Union County","424910",1,0,0,0
"Union County","425120",4,0,0,0
"Union County","441110",3,0,0,0
"Union County","441120",2,0,0,0
"Union County","441210",1,0,0,0
"Union County","441227",1,0,0,0
"Union County","441330",6,0,0,0
"Union County","441340",2,0,0,0
"Union County","444110",2,0,0,0
"Union County","444120",1,0,0,0
"Union County","444140",3,43,618,32136
"Union County","444180",1,0,0,0
"Union County","444240",1,0,0,0
"Union County","445110",6,216,581,30212
"Union County","445131",5,0,0,0
"Union County","445240",1,0,0,0
"Union County","445298",1,0,0,0
"Union County","449110",2,0,0,0
"Union County","449121",1,0,0,0
"Union County","449129",1,0,0,0
"Union County","449210",6,19,553,28756
"Union County","455110",2,0,0,0
"Union County","455211",1,0,0,0
"Union County","455219",4,0,0,0
"Union County","456110",1,0,0,0
"Union County","456199",3,0,0,0
"Union County","457110",7,0,0,0
"Union County","457120",1,0,0,0
"Union County","457210",1,0,0,0
"Union County","458110",4,19,812,42224
"Union County","458210",1,0,0,0
"Union County","458310",1,0,0,0
"Union County","459110",7,0,0,0
"Union County","459120",1,0,0,0
"Union County","459210",2,0,0,0
"Union County","459310",3,12,529,27508
"Union County","459410",1,0,0,0
"Union County","459420",1,0,0,0
"Union County","459510",5,25,403,20956
"Union County","459910",1,0,0,0
"Union County","459991",2,0,0,0
"Union County","459999",2,0,0,0
"Union County","484110",2,0,0,0
"Union County","484121",9,0,0,0
"Union County","484210",1,0,0,0
"Union County","484220",7,22,1451,75452
"Union County","484230",1,0,0,0
"Union County","485410",1,0,0,0
"Union County","485991",2,0,0,0
"Union County","485999",1,0,0,0
"Union County","488410",1,0,0,0
"Union County","492110",5,0,0,0
"Union County","492210",2,0,0,0
"Union County","512110",2,0,0,0
"Union County","512131",1,0,0,0
"Union County","512191",1,0,0,0
"Union County","513110",1,0,0,0
"Union County","513210",5,0,0,0
"Union County","516110",0,0,0,0
"Union County","517111",6,0,0,0
"Union County","517112",2,0,0,0
"Union County","522110",9,0,0,0
"Union County","522130",4,0,0,0
"Union County","522291",1,0,0,0
"Union County","522292",2,0,0,0
"Union County","522299",2,0,0,0
"Union County","523150",3,0,0,0
"Union County","523910",1,0,0,0
"Union County","523940",4,0,0,0
"Union County","524114",1,0,0,0
"Union County","524210",12,0,0,0
"Union County","524292",2,0,0,0
"Union County","531110",2,0,0,0
"Union County","531130",1,0,0,0
"Union County","531190",1,0,0,0
"Union County","531210",12,23,919,47788
"Union County","531311",5,0,0,0
"Union County","532283",1,0,0,0
"Union County","532289",1,0,0,0
"Union County","532420",1,0,0,0
"Union County","541110",14,0,0,0
"Union County","541191",1,0,0,0
"Union County","541211",3,13,1076,55952
"Union County","541213",5,0,0,0
"Union County","541219",5,0,0,0
"Union County","541310",1,0,0,0
"Union County","541330",10,107,1567,81484
"Union County","541370",1,0,0,0
"Union County","541380",1,0,0,0
"Union County","541430",1,0,0,0
"Union County","541511",3,0,0,0
"Union County","541519",1,0,0,0
"Union County","541611",2,0,0,0
"Union County","541612",1,0,0,0
"Union County","541613",2,0,0,0
"Union County","541618",1,0,0,0
"Union County","541620",2,0,0,0
"Union County","541690",7,0,0,0
"Union County","541922",1,0,0,0
"Union County","541940",3,43,632,32864
"Union County","541990",3,0,0,0
"Union County","551114",5,70,1478,76856
"Union County","561320",2,0,0,0
"Union County","561421",1,0,0,0
"Union County","561439",1,0,0,0
"Union County","561440",1,0,0,0
"Union County","561510",1,0,0,0
"Union County","561591",1,0,0,0
"Union County","561720",10,34,581,30212
"Union County","561730",12,31,787,40924
"Union County","561990",4,4,820,42640
"Union County","562111",1,0,0,0
"Union County","562212",1,0,0,0
"Union County","562991",1,0,0,0
"Union County","611110",3,8,298,15496
"Union County","611420",1,0,0,0
"Union County","611430",1,0,0,0
"Union County","611710",2,0,0,0
"Union County","621111",16,264,2270,118040
"Union County","621210",9,92,1127,58604
"Union County","621310",5,20,704,36608
"Union County","621320",3,0,0,0
"Union County","621330",3,11,701,36452
"Union County","621340",1,0,0,0
"Union County","621391",1,0,0,0
"Union County","621399",5,0,0,0
"Union County","621410",1,0,0,0
"Union County","621492",1,0,0,0
"Union County","621511",2,0,0,0
"Union County","621610",3,0,0,0
"Union County","621999",1,0,0,0
"Union County","622110",4,0,0,0
"Union County","623110",1,0,0,0
"Union County","623210",6,0,0,0
"Union County","623312",9,133,829,43108
"Union County","624110",3,0,0,0
"Union County","624120",69,152,503,26156
"Union County","624190",4,0,0,0
"Union County","624210",2,0,0,0
"Union County","624221",1,0,0,0
"Union County","624229",1,0,0,0
"Union County","624310",1,0,0,0
"Union County","624410",3,4,691,35932
"Union County","711110",1,0,0,0
"Union County","711510",1,0,0,0
"Union County","713910",1,0,0,0
"Union County","713920",1,0,0,0
"Union County","713940",3,0,0,0
"Union County","713950",1,0,0,0
"Union County","713990",5,0,0,0
"Union County","721110",10,0,0,0
"Union County","721211",2,0,0,0
"Union County","721214",2,0,0,0
"Union County","722310",0,0,0,0
"Union County","722320",1,0,0,0
"Union County","722410",3,0,0,0
"Union County","722511",22,360,482,25064
"Union County","722513",21,315,469,24388
"Union County","722515",9,92,399,20748
"Union County","811111",6,0,0,0
"Union County","811114",2,0,0,0
"Union County","811121",6,0,0,0
"Union County","811191",2,0,0,0
"Union County","811411",1,0,0,0
"Union County","812112",2,0,0,0
"Union County","812113",1,0,0,0
"Union County","812210",3,0,0,0
"Union County","812320",1,0,0,0
"Union County","812910",2,0,0,0
"Union County","813110",29,133,450,23400
"Union County","813211",1,0,0,0
"Union County","813312",2,0,0,0
"Union County","813319",2,0,0,0
"Union County","813410",3,0,0,0
"Union County","813910",3,12,1239,64428
"Union County","813920",1,0,0,0
"Union County","813930",1,0,0,0
"Union County","814110",28,0,0,0
"Union County","999999",11,0,0,0
"Wallowa County","111140",1,0,0,0
"Wallowa County","111421",1,0,0,0
"Wallowa County","111940",7,23,697,36244
"Wallowa County","111998",5,32,848,44096
"Wallowa County","112111",13,0,0,0
"Wallowa County","112920",1,0,0,0
"Wallowa County","113310",11,46,1501,78052
"Wallowa County","115112",1,0,0,0
"Wallowa County","115310",4,0,0,0
"Wallowa County","221111",1,0,0,0
"Wallowa County","221122",1,0,0,0
"Wallowa County","236115",29,74,892,46384
"Wallowa County","236116",1,0,0,0
"Wallowa County","236118",7,0,0,0
"Wallowa County","236220",4,29,1372,71344
"Wallowa County","237310",2,0,0,0
"Wallowa County","237990",1,0,0,0
"Wallowa County","238161",2,0,0,0
"Wallowa County","238211",5,0,0,0
"Wallowa County","238212",1,0,0,0
"Wallowa County","238221",3,0,0,0
"Wallowa County","238222",1,0,0,0
"Wallowa County","238311",1,0,0,0
"Wallowa County","238321",2,0,0,0
"Wallowa County","238331",1,0,0,0
"Wallowa County","238351",1,0,0,0
"Wallowa County","238911",5,14,1157,60164
"Wallowa County","238991",4,8,502,26104
"Wallowa County","311352",1,0,0,0
"Wallowa County","311611",1,0,0,0
"Wallowa County","312120",1,0,0,0
"Wallowa County","312140",1,0,0,0
"Wallowa County","321999",1,0,0,0
"Wallowa County","325620",2,0,0,0
"Wallowa County","327991",1,0,0,0
"Wallowa County","331529",2,0,0,0
"Wallowa County","332322",1,0,0,0
"Wallowa County","332812",1,0,0,0
"Wallowa County","334515",1,0,0,0
"Wallowa County","336413",1,0,0,0
"Wallowa County","423820",1,0,0,0
"Wallowa County","424470",1,0,0,0
"Wallowa County","424490",1,0,0,0
"Wallowa County","424690",1,0,0,0
"Wallowa County","424710",1,0,0,0
"Wallowa County","424910",2,0,0,0
"Wallowa County","424990",1,0,0,0
"Wallowa County","441120",1,0,0,0
"Wallowa County","441227",1,0,0,0
"Wallowa County","441330",2,0,0,0
"Wallowa County","441340",1,0,0,0
"Wallowa County","444140",2,0,0,0
"Wallowa County","444180",1,0,0,0
"Wallowa County","444240",1,0,0,0
"Wallowa County","445110",6,0,0,0
"Wallowa County","445131",2,0,0,0
"Wallowa County","445240",1,0,0,0
"Wallowa County","445320",1,0,0,0
"Wallowa County","449121",1,0,0,0
"Wallowa County","449129",2,0,0,0
"Wallowa County","455219",1,0,0,0
"Wallowa County","457110",2,0,0,0
"Wallowa County","457120",2,0,0,0
"Wallowa County","458110",3,0,0,0
"Wallowa County","459110",1,0,0,0
"Wallowa County","459210",1,0,0,0
"Wallowa County","459310",1,0,0,0
"Wallowa County","459420",6,37,546,28392
"Wallowa County","459920",2,0,0,0
"Wallowa County","459999",1,0,0,0
"Wallowa County","484121",3,0,0,0
"Wallowa County","484220",3,0,0,0
"Wallowa County","485410",1,0,0,0
"Wallowa County","487110",1,0,0,0
"Wallowa County","487210",1,0,0,0
"Wallowa County","487990",1,0,0,0
"Wallowa County","488190",1,0,0,0
"Wallowa County","492110",2,0,0,0
"Wallowa County","513110",1,0,0,0
"Wallowa County","513210",4,0,0,0
"Wallowa County","517111",1,0,0,0
"Wallowa County","517112",1,0,0,0
"Wallowa County","521110",1,0,0,0
"Wallowa County","522110",7,0,0,0
"Wallowa County","522130",1,0,0,0
"Wallowa County","523910",1,0,0,0
"Wallowa County","523940",1,0,0,0
"Wallowa County","524127",1,0,0,0
"Wallowa County","524210",3,0,0,0
"Wallowa County","531110",3,0,0,0
"Wallowa County","531120",1,0,0,0
"Wallowa County","531210",5,0,0,0
"Wallowa County","531311",3,0,0,0
"Wallowa County","532284",1,0,0,0
"Wallowa County","541110",9,15,1062,55224
"Wallowa County","541211",2,0,0,0
"Wallowa County","541213",1,0,0,0
"Wallowa County","541219",3,0,0,0
"Wallowa County","541310",0,0,0,0
"Wallowa County","541370",2,0,0,0
"Wallowa County","541430",1,0,0,0
"Wallowa County","541611",1,0,0,0
"Wallowa County","541618",1,0,0,0
"Wallowa County","541690",3,0,0,0
"Wallowa County","541940",3,20,1101,57252
"Wallowa County","561110",1,0,0,0
"Wallowa County","561320",2,0,0,0
"Wallowa County","561410",1,0,0,0
"Wallowa County","561499",1,0,0,0
"Wallowa County","561612",1,0,0,0
"Wallowa County","561621",1,0,0,0
"Wallowa County","561720",2,0,0,0
"Wallowa County","561730",6,0,0,0
"Wallowa County","561920",1,0,0,0
"Wallowa County","562111",1,0,0,0
"Wallowa County","611610",1,0,0,0
"Wallowa County","611620",1,0,0,0
"Wallowa County","611710",1,0,0,0
"Wallowa County","621111",3,0,0,0
"Wallowa County","621112",2,0,0,0
"Wallowa County","621210",1,0,0,0
"Wallowa County","621310",1,0,0,0
"Wallowa County","621320",1,0,0,0
"Wallowa County","621330",3,0,0,0
"Wallowa County","621399",1,0,0,0
"Wallowa County","621491",1,0,0,0
"Wallowa County","621512",1,0,0,0
"Wallowa County","621610",1,0,0,0
"Wallowa County","622110",1,0,0,0
"Wallowa County","623110",1,0,0,0
"Wallowa County","623312",2,0,0,0
"Wallowa County","624110",1,0,0,0
"Wallowa County","624120",10,48,491,25532
"Wallowa County","624190",1,0,0,0
"Wallowa County","624210",2,0,0,0
"Wallowa County","624221",2,0,0,0
"Wallowa County","624410",2,0,0,0
"Wallowa County","711310",3,8,733,38116
"Wallowa County","712110",2,0,0,0
"Wallowa County","712120",1,0,0,0
"Wallowa County","713910",1,0,0,0
"Wallowa County","713930",1,0,0,0
"Wallowa County","713990",3,0,0,0
"Wallowa County","721110",8,108,720,37440
"Wallowa County","721191",1,0,0,0
"Wallowa County","721199",2,0,0,0
"Wallowa County","721211",3,0,0,0
"Wallowa County","721214",1,0,0,0
"Wallowa County","722410",1,0,0,0
"Wallowa County","722511",12,115,646,33592
"Wallowa County","722513",8,40,368,19136
"Wallowa County","722515",5,0,0,0
"Wallowa County","811111",2,0,0,0
"Wallowa County","811121",1,0,0,0
"Wallowa County","811192",1,0,0,0
"Wallowa County","811210",1,0,0,0
"Wallowa County","811310",4,0,0,0
"Wallowa County","812112",1,0,0,0
"Wallowa County","812199",1,0,0,0
"Wallowa County","812210",1,0,0,0
"Wallowa County","812320",1,0,0,0
"Wallowa County","812910",1,0,0,0
"Wallowa County","812990",1,0,0,0
"Wallowa County","813110",13,27,485,25220
"Wallowa County","813212",1,0,0,0
"Wallowa County","813312",3,0,0,0
"Wallowa County","813319",1,0,0,0
"Wallowa County","813410",1,0,0,0
"Wallowa County","813910",2,0,0,0
"Wallowa County","813940",1,0,0,0
"Wallowa County","814110",6,0,0,0
"Wallowa County","999999",1,0,0,0
"Wasco County","111140",3,17,719,37388
"Wasco County","111219",1,0,0,0
"Wasco County","111332",3,0,0,0
"Wasco County","111339",49,0,0,0
"Wasco County","111419",1,0,0,0
"Wasco County","111998",5,10,1185,61620
"Wasco County","112111",14,0,0,0
"Wasco County","112990",1,0,0,0
"Wasco County","113310",3,0,0,0
"Wasco County","115112",1,0,0,0
"Wasco County","115114",1,0,0,0
"Wasco County","115116",1,0,0,0
"Wasco County","115310",3,0,0,0
"Wasco County","212319",1,0,0,0
"Wasco County","212321",1,0,0,0
"Wasco County","221122",1,0,0,0
"Wasco County","221210",1,0,0,0
"Wasco County","221310",2,0,0,0
"Wasco County","221320",1,0,0,0
"Wasco County","236115",35,69,1014,52728
"Wasco County","236118",7,34,939,48828
"Wasco County","236210",0,0,0,0
"Wasco County","236220",5,11,1780,92560
"Wasco County","237110",3,0,0,0
"Wasco County","237130",3,0,0,0
"Wasco County","237310",1,0,0,0
"Wasco County","238111",0,0,0,0
"Wasco County","238151",1,0,0,0
"Wasco County","238161",4,31,1176,61152
"Wasco County","238192",1,0,0,0
"Wasco County","238212",3,28,1706,88712
"Wasco County","238221",14,0,0,0
"Wasco County","238222",1,0,0,0
"Wasco County","238311",1,0,0,0
"Wasco County","238321",5,0,0,0
"Wasco County","238331",1,0,0,0
"Wasco County","238911",5,0,0,0
"Wasco County","238912",1,0,0,0
"Wasco County","238991",3,0,0,0
"Wasco County","238992",3,0,0,0
"Wasco County","311421",3,0,0,0
"Wasco County","311423",1,0,0,0
"Wasco County","311999",1,0,0,0
"Wasco County","312113",1,0,0,0
"Wasco County","312120",1,0,0,0
"Wasco County","312130",5,55,959,49868
"Wasco County","321114",1,0,0,0
"Wasco County","321912",2,0,0,0
"Wasco County","321999",1,0,0,0
"Wasco County","323111",2,0,0,0
"Wasco County","327991",1,0,0,0
"Wasco County","331314",1,0,0,0
"Wasco County","332313",1,0,0,0
"Wasco County","332323",1,0,0,0
"Wasco County","332420",1,0,0,0
"Wasco County","332710",1,0,0,0
"Wasco County","332813",1,0,0,0
"Wasco County","333310",1,0,0,0
"Wasco County","333995",1,0,0,0
"Wasco County","336412",1,0,0,0
"Wasco County","337110",2,0,0,0
"Wasco County","339950",2,0,0,0
"Wasco County","339999",1,0,0,0
"Wasco County","423510",1,0,0,0
"Wasco County","423610",1,0,0,0
"Wasco County","423710",2,0,0,0
"Wasco County","423720",1,0,0,0
"Wasco County","423810",1,0,0,0
"Wasco County","423830",1,0,0,0
"Wasco County","423840",1,0,0,0
"Wasco County","423910",2,0,0,0
"Wasco County","423990",1,0,0,0
"Wasco County","424210",1,0,0,0
"Wasco County","424310",1,0,0,0
"Wasco County","424450",1,0,0,0
"Wasco County","424490",3,0,0,0
"Wasco County","424590",2,0,0,0
"Wasco County","424720",1,0,0,0
"Wasco County","424810",1,0,0,0
"Wasco County","424820",1,0,0,0
"Wasco County","424910",3,0,0,0
"Wasco County","424930",1,0,0,0
"Wasco County","425120",9,12,944,49088
"Wasco County","441110",5,0,0,0
"Wasco County","441120",1,0,0,0
"Wasco County","441227",1,0,0,0
"Wasco County","441330",4,0,0,0
"Wasco County","441340",5,0,0,0
"Wasco County","444110",1,0,0,0
"Wasco County","444120",1,0,0,0
"Wasco County","444140",3,65,458,23816
"Wasco County","444180",1,0,0,0
"Wasco County","444240",2,0,0,0
"Wasco County","445110",7,207,671,34892
"Wasco County","445131",5,0,0,0
"Wasco County","445132",1,0,0,0
"Wasco County","445230",1,0,0,0
"Wasco County","445240",0,0,0,0
"Wasco County","445291",1,0,0,0
"Wasco County","445298",2,0,0,0
"Wasco County","445320",1,0,0,0
"Wasco County","449110",4,0,0,0
"Wasco County","449121",2,0,0,0
"Wasco County","449129",1,0,0,0
"Wasco County","449210",5,22,882,45864
"Wasco County","455110",2,0,0,0
"Wasco County","455211",1,0,0,0
"Wasco County","455219",3,0,0,0
"Wasco County","456110",2,0,0,0
"Wasco County","456120",1,0,0,0
"Wasco County","456199",1,0,0,0
"Wasco County","457110",7,0,0,0
"Wasco County","457120",4,0,0,0
"Wasco County","457210",1,0,0,0
"Wasco County","458110",3,0,0,0
"Wasco County","458310",1,0,0,0
"Wasco County","459110",5,33,680,35360
"Wasco County","459130",0,0,0,0
"Wasco County","459210",1,0,0,0
"Wasco County","459310",1,0,0,0
"Wasco County","459410",1,0,0,0
"Wasco County","459420",1,0,0,0
"Wasco County","459510",5,66,603,31356
"Wasco County","459910",1,0,0,0
"Wasco County","459930",3,0,0,0
"Wasco County","459991",2,0,0,0
"Wasco County","459999",4,0,0,0
"Wasco County","484121",7,81,1050,54600
"Wasco County","484210",1,0,0,0
"Wasco County","484220",5,0,0,0
"Wasco County","485991",1,0,0,0
"Wasco County","492110",1,0,0,0
"Wasco County","492210",1,0,0,0
"Wasco County","493130",1,0,0,0
"Wasco County","493190",1,0,0,0
"Wasco County","512131",0,0,0,0
"Wasco County","513110",1,0,0,0
"Wasco County","513210",4,0,0,0
"Wasco County","516110",2,0,0,0
"Wasco County","516210",1,0,0,0
"Wasco County","517111",5,0,0,0
"Wasco County","517810",2,0,0,0
"Wasco County","518210",8,0,0,0
"Wasco County","522110",8,55,1445,75140
"Wasco County","522130",4,16,1266,65832
"Wasco County","522291",1,0,0,0
"Wasco County","522292",1,0,0,0
"Wasco County","522299",1,0,0,0
"Wasco County","522310",1,0,0,0
"Wasco County","523150",1,0,0,0
"Wasco County","523940",4,0,0,0
"Wasco County","524127",1,0,0,0
"Wasco County","524128",1,0,0,0
"Wasco County","524210",15,0,0,0
"Wasco County","531110",4,8,460,23920
"Wasco County","531120",1,0,0,0
"Wasco County","531130",3,0,0,0
"Wasco County","531190",2,0,0,0
"Wasco County","531210",8,8,1238,64376
"Wasco County","531311",7,20,927,48204
"Wasco County","531320",3,3,884,45968
"Wasco County","532111",1,0,0,0
"Wasco County","532120",2,0,0,0
"Wasco County","532284",1,0,0,0
"Wasco County","532289",1,0,0,0
"Wasco County","532490",1,0,0,0
"Wasco County","541110",11,0,0,0
"Wasco County","541191",1,0,0,0
"Wasco County","541211",6,29,1602,83304
"Wasco County","541213",2,0,0,0
"Wasco County","541214",1,0,0,0
"Wasco County","541219",3,0,0,0
"Wasco County","541310",1,0,0,0
"Wasco County","541330",3,0,0,0
"Wasco County","541430",1,0,0,0
"Wasco County","541511",3,0,0,0
"Wasco County","541611",2,0,0,0
"Wasco County","541613",5,0,0,0
"Wasco County","541614",1,0,0,0
"Wasco County","541618",4,5,1796,93392
"Wasco County","541690",12,21,2160,112320
"Wasco County","541715",3,6,1079,56108
"Wasco County","541810",2,0,0,0
"Wasco County","541820",1,0,0,0
"Wasco County","541850",1,0,0,0
"Wasco County","541910",1,0,0,0
"Wasco County","541940",3,49,1265,65780
"Wasco County","541990",3,0,0,0
"Wasco County","551114",4,0,0,0
"Wasco County","561210",1,0,0,0
"Wasco County","561311",1,0,0,0
"Wasco County","561320",5,10,1166,60632
"Wasco County","561330",1,0,0,0
"Wasco County","561422",1,0,0,0
"Wasco County","561510",1,0,0,0
"Wasco County","561612",5,0,0,0
"Wasco County","561621",1,0,0,0
"Wasco County","561622",1,0,0,0
"Wasco County","561720",8,0,0,0
"Wasco County","561730",17,38,633,32916
"Wasco County","561790",1,0,0,0
"Wasco County","561920",1,0,0,0
"Wasco County","561990",3,0,0,0
"Wasco County","562111",1,0,0,0
"Wasco County","562212",1,0,0,0
"Wasco County","562991",1,0,0,0
"Wasco County","611110",2,0,0,0
"Wasco County","611310",2,0,0,0
"Wasco County","611430",1,0,0,0
"Wasco County","611511",1,0,0,0
"Wasco County","611620",2,0,0,0
"Wasco County","611699",1,0,0,0
"Wasco County","611710",1,0,0,0
"Wasco County","621111",15,358,1635,85020
"Wasco County","621210",11,76,1274,66248
"Wasco County","621310",4,11,1124,58448
"Wasco County","621320",2,0,0,0
"Wasco County","621330",7,6,856,44512
"Wasco County","621340",3,0,0,0
"Wasco County","621399",3,7,1022,53144
"Wasco County","621410",1,0,0,0
"Wasco County","621420",1,0,0,0
"Wasco County","621492",1,0,0,0
"Wasco County","621493",1,0,0,0
"Wasco County","621511",2,0,0,0
"Wasco County","622110",4,0,0,0
"Wasco County","623110",4,342,959,49868
"Wasco County","623210",4,27,953,49556
"Wasco County","623311",1,0,0,0
"Wasco County","623312",3,0,0,0
"Wasco County","624110",3,58,864,44928
"Wasco County","624120",81,228,454,23608
"Wasco County","624190",4,158,1437,74724
"Wasco County","624210",2,0,0,0
"Wasco County","624221",1,0,0,0
"Wasco County","624229",1,0,0,0
"Wasco County","624310",1,0,0,0
"Wasco County","624410",10,125,861,44772
"Wasco County","711510",1,0,0,0
"Wasco County","712110",3,0,0,0
"Wasco County","713910",1,0,0,0
"Wasco County","713940",3,0,0,0
"Wasco County","713990",6,61,626,32552
"Wasco County","721110",13,0,0,0
"Wasco County","721191",1,0,0,0
"Wasco County","721199",0,0,0,0
"Wasco County","721211",1,0,0,0
"Wasco County","722310",3,0,0,0
"Wasco County","722320",2,0,0,0
"Wasco County","722330",4,0,0,0
"Wasco County","722410",3,0,0,0
"Wasco County","722511",34,437,586,30472
"Wasco County","722513",23,458,501,26052
"Wasco County","722514",1,0,0,0
"Wasco County","722515",15,0,0,0
"Wasco County","811111",8,0,0,0
"Wasco County","811114",2,0,0,0
"Wasco County","811121",4,0,0,0
"Wasco County","811122",2,0,0,0
"Wasco County","811191",1,0,0,0
"Wasco County","811192",3,0,0,0
"Wasco County","811310",4,5,941,48932
"Wasco County","812112",4,0,0,0
"Wasco County","812113",2,0,0,0
"Wasco County","812199",1,0,0,0
"Wasco County","812210",1,0,0,0
"Wasco County","812220",1,0,0,0
"Wasco County","812310",1,0,0,0
"Wasco County","812910",1,0,0,0
"Wasco County","813110",27,183,601,31252
"Wasco County","813212",1,0,0,0
"Wasco County","813219",1,0,0,0
"Wasco County","813312",1,0,0,0
"Wasco County","813410",3,13,373,19396
"Wasco County","813910",2,0,0,0
"Wasco County","813930",1,0,0,0
"Wasco County","813990",2,0,0,0
"Wasco County","814110",11,5,412,21424
